Item type|ENTRYTYPE|ID|Author|Title|Journal|quartil|hindex|Publication year|Volume|Issue|Pages|Publisher|Address|Date published|ISBN|ISBN alt|ISSN|URLs|DOI|Abstract|Keywords|Notes|Affiliation|Language|Pages cited
Journal Article|article|27|García-Ramos R,Díaz BD|Board of directors structure and firm financial performance: A qualitative comparative analysis|Long Range Planning|Q1|118|2021|54|6||Elsevier Ltd||2021|||0024-6301|http://dx.doi.org/10.1016/j.lrp.2020.102017|10.1016/j.lrp.2020.102017|Previous research about the effects of board structure and process on the firm financial performance is based on conflicting theoretical perspectives, and empirical results, mostly based on regression analysis, are inconclusive. Building from Complexity Theory and configurational analysis, this study offers clarity to inconclusive previous empirical results about the link among several board features and firm financial performance. From a sample of 295 non-financial firms from Southern Europe for the period 2001–2010, and by using fuzzy set qualitative comparative analysis, findings of this study show that firm financial performance depends on a complex configuration of several board features (board size, board independence, leadership structure and board activity) and several corporate characteristics (firm size, firm leverage and firm age). This paper has implications for academics. Despite different theoretical arguments and inconclusive results of the wide empirical literature addressing the effect of board characteristics on the firm performance, building from Complexity Theory this paper adds to our knowledge because it empirically explores under which circumstances different board features should contribute positively or negatively to firm performance. The results of this study have also implications for policy makers and practitioners by providing some useful hints to the controversial relationship between corporate governance and financial performance. In this sense, general corporate governance recommendations must be rethought. © 2020 Elsevier Ltd|Computational complexity; Regression analysis, Board characteristics; Complex configuration; Corporate characteristics; Empirical literature; Financial performance; Fuzzy Set Qualitative Comparative Analysis; Qualitative comparative analysis; Theoretical arguments, Finance, comparative study; corporate strategy; industrial performance; qualitative analysis, Southern Europe|cited By 21|Business Administration Department, University of Cantabria, Santander, Spain|English|
Journal Article|article|28|Trinh VQ,Aljughaiman AA,Cao ND|Fetching better deals from creditors: Board busyness, agency relationships and the bank cost of debt|International Review of Financial Analysis|Q1|79|2020|69|||Elsevier Inc.||2020|||1057-5219|http://dx.doi.org/10.1016/j.irfa.2020.101472|10.1016/j.irfa.2020.101472|In a cross-country setting, we document that busy boards of directors (i.e., outside directors with multiple directorships) enhance a bank's financing capacity by lowering its cost of debt, which is consistent with the signalling quality hypothesis. Our analysis further reveals that this negative association is more pronounced in conventional banks than their Islamic counterparts. Possibly owning to the distinctive governance structure and the complexity of the Islamic business model, which requires closer monitoring, Muslim debtholders might depreciate a busy board of directors as it is likely to associate with lower scrutinising effectiveness. Our results provide a positive counterpoint to the negative relationship that exists between busy directors and firm performance, and contributes to understanding the indispensable role busy boards play in debt financing. © 2020 Elsevier Inc.||cited By 20|Huddersfield Business School, University of Huddersfield, United Kingdom; School of Business, King Faisal University, Saudi Arabia; University of Bath School of Management, United Kingdom|English|
Journal Article|article|29|Rebeiz KS|Boardroom’s independence and corporate performance: the ever-elusive conundrum|Corporate Governance (Bingley)|Q1|72|2015|15|5|747-758|Emerald Group Holdings Ltd.||2015|||1472-0701|http://dx.doi.org/10.1108/CG-07-2015-0096|10.1108/CG-07-2015-0096|Purpose – The purpose of this paper is to unravel the root causes as to why the boardroom independence–corporate performance linkage remains an elusive conundrum in the academic literature, and to propose practical recommendations for future research endeavors. Design/methodology/approach – The probing of the underlying issues is made via an extensive review of the existing literature. A thoughtful analysis is conducted from a multi- disciplinary perspective by soliciting feedback from academics with corporate governance expertise in finance, accounting, economy, strategy, management and organizational behavior. Findings – The lack of consensus on the economic value of an independent boardroom is attributed to three reasons. The first reason is ontological complexities inherent to the very nature of the corporation. The second reason is methodological complexities intrinsic to normative research with large archival data. The third reason is self-serving behavioral motive that cannot be factored in archival data. Research limitations/implications – The infusion of complementary methodologies to the existing empirical dogmatism would provide the framework for a better understanding of corporate governance challenges and opportunities, particularly as it relates to making causal inferences on boardroom independence and corporate performance. Practical implications – New insights on boardroom independence would directly influence corporate practices. Social implications – The determination as to what constitutes optimum boardroom configuration has emerged as an issue of considerable importance to shareholders, policymakers and other stakeholders. Originality/value – Virtually no studies have been conducted in a comprehensive and systematic manner addressing the fundamental question as to why research pertaining to boardroom independence–corporate performance has not yielded unequivocal results in the relevant academic literature, thus the originality and value of this research. © 2015, Emerald Group Publishing Limited.||cited By 19|Olayan School of Business, American University of Beirut, Beirut, Lebanon|English|
Journal Article|article|30|Abdel-khalik AR|Self-sorting, incentive compensation and human- capital assets|European Accounting Review|Q1|83|2003|12|4|661-697|Routledge||2003|||0963-8180|http://dx.doi.org/10.1080/09638180310001628428|10.1080/09638180310001628428|Skilled labour has gained significance as a production factor in the age of information technology, but accounting does not recognize human capital as an asset that contributes to the firm's earning power. This paper suggests a method to develop a latent index to proxy the managerial-skill component of human capital. The proposed index depends on the empirical validity of self-sorting theories for managerial tasks and the choice of the type of at-risk (i.e. outcome-contingent) compensation contract. The empirical analysis uses data on compensation of executive members of the board of directors, their personal attributes (experience, risk aversion and wealth), firm- specific variables (profitability growth rates, organizational complexity and operating risk), and type of industry. The extent to which equity markets value the predicted labour skills shows that investors in the marketplace recognize human capital even though accounting does not. The valuation coefficient on the variable imputed for human capital is significant for all years examined. This study contributes to the literature by showing that relative incentive compensation (incentive pay per dollar of fixed salary) is a viable surrogate for human capital defined as the skills embodied in people. © 2003, Copyright Taylor & Francis Group, LLC.||cited By 19|University of Illinois at Urbana-Champaign, United States|English|
Journal Article|article|32|Blair M.M P,Stout L.A P|Specific investment and corporate law|European Business Organization Law Review|Q1|24|2006|7|2|473-500|Springer International Publishing||2006|||1566-7529|http://dx.doi.org/10.1017/S1566752906004733|10.1017/S1566752906004733|"At the close of the twentieth century, U.S. corporate scholarship was dominated by a principal- agent paradigm that assumed that shareholders were the principals or sole residual claimants in public corporations, and also assumed that corporate directors were the shareholders' agents. This approach led many corporate scholars to assume that the proper purpose of the corporation was to maximize shareholder wealth and that the chief economic problem of interest in corporate law was the ""agency cost"" problem of getting corporate directors to focus on this goal. There are basic aspects of U.S. corporate law, however, that the principal-agent model cannot explain. These include directors' extensive and sui generis legal powers; the fact that directors control dividends; the device of legal personality; and the open-ended rules of corporate purpose. These corporate law ""anomalies"" have prompted contemporary economic and legal scholars to begin to move beyond a focus on agency costs and to pay attention to a second economic problem that arises in public corporations: the problem of protecting specific investment. When corporate production requires more than one individual or group to make specific investments, problems of intrafirm opportunism arise if shareholders try to exploit each other's specific investments or try to exploit the specific investments of creditors, employees, customers, and other groups. Board governance, while worsening agency costs, may provide a second-best solution to such intrafirm rent-seeking. This perspective explains many important corporate law ""anomalies"" that cannot be explained by the principal-agent model. It also suggests a pressing need to revisit conventional notions of corporate purpose. Focusing on the problem of specific investment suggests that the proper purpose of the public corporation is not maximizing shareholder wealth, but promoting long- term, value-creating economic production under conditions of complexity and uncertainty, in a fashion that provides surplus benefits not only to shareholders but to other groups that make specific investments in corporations as well. This corporate objective is difficult to measure, much less maximize. Nevertheless, it may provide a better gauge of good corporate governance than the simplistic rubric of shareholder wealth. © 2006 T.M.C. Asser Press."||cited By 17|Department of Law, Vanderbilt University Law School, United States; Department of Law, UCLA School of Law, United States|English|
Journal Article|article|33|Howard MD,Withers MC,Carnes CM,Hillman AJ|Friends or strangers? It all depends on context: A replication and extension of Beckman, Haunschild, and Phillips (2004)|Strategic Management Journal|Q1|318|2016|37|11|2222-2234|John Wiley and Sons Ltd||2016|||0143-2095|http://dx.doi.org/10.1002/smj.2573|10.1002/smj.2573|Research summary: The formation of interorganizational ties is a consequential phenomenon examined in strategic management research. Beckman, Haunschild, and Phillips (2004) is one of the first studies to comprehensively consider interorganizational network change by exploring factors that affect both alliance and board interlock formation. They find that firm- specific uncertainty relates to broadening actions, whereas market-level uncertainty causes firms to reinforce current structures. Our replication considers whether these relationships operate similarly in a differing temporal context. Building from the framework of the original study, we suggest our findings offer intriguing new empirical evidence highlighting the importance of time as a boundary condition in understanding embedded firm actions. Managerial summary: The development of interorganizational relationships, such as alliances and ties between boards of directors, has an important impact on innovation, strategic actions, and firm performance. This study examines whether the dynamics of interorganizational relationship formation remain consistent over time. We replicate earlier work by Beckman and colleagues (2004), but with an expanded data set covering more than 20 years. Over this broader time horizon, we find a shift in behavior, with companies facing firm- specific uncertainty seeking to reinforce their current relationships and companies facing industry- wide uncertainty seeking to diversify their risk by expanding their network. Our results demonstrate the importance of replication studies in research and contribute to a more nuanced understanding of the complexity surrounding interorganizational relationships. Copyright © 2016 John Wiley & Sons, Ltd. Copyright © 2016 John Wiley & Sons, Ltd.|Copyrights; Facings, Inter-organizational; replication; Resource dependences; temporal context; uncertainty, Complex networks|cited By 16|Mays Business School, Department of Management, Texas A&M University, College Station, TX, United States; Department of Management, College of Business Administration, University of Nebraska, Lincoln, NE, United States; W. P. Carey School of Business, Department of Management, Arizona State University, Tempe, AZ, United States|English|
Journal Article|article|38|Azevedo L,Gaynor TS,Shelby K,Santos G|The complexity of diversity and importance for equitable philanthropy|Nonprofit Management and Leadership|Q1|62|2021|31|3|595-607|Jossey-Bass Inc., Publishers||2021|||1048-6682|http://dx.doi.org/10.1002/nml.21448|10.1002/nml.21448|The current U.S. climate of racial and social injustice has prompted a renewed call for diverse and equitable ways to rethink community philanthropy. Community foundations are vehicles for community philanthropy which offer vast benefits for social improvement and community development. The board of directors ensures these organizations fulfill their mission, making decisions on funding priorities and holding the organization functionally and fiscally responsible. Drawing on constructs of diversity and representative bureaucracy and a case study of Florida community foundations, we suggest that diversity is understood in different ways and the presence of diverse board members may be linked to advancing the interests of diverse communities and in achieving outcomes that assist in the needs of certain social groups. Increased understanding of diversity can improve foundation and philanthropic effectiveness and bring broader social change by promoting equity and social justice among community- based philanthropic organizations. © 2020 Wiley Periodicals LLC.||cited By 10|School of Public Affairs, Penn State Harrisburg, Middletown, PA, United States; Department of Political Science, University of Cincinnati, Cincinnati, OH, United States; Marist College, Poughkeepsie, NY, United States|English|
Journal Article|article|43|Ward JA|Power And Accountability On The Pennsylvania Railroad, 1846–1878|Business History Review|Q1|34|1975|49|1|37-59|||1975|||0007-6805|http://dx.doi.org/10.2307/3112961|10.2307/3112961|Despite attempts by the state legislature to fashion the charter of the Pennsylvania Railroad in such a way as to insure a high degree of managerial accountability to the board of directors and to make the corporation broadly accountable to the public, things turned out very differently. The volume and complexity of managerial decisions quickly brought a centralization of power in the hands of the road's professional managers as the board atrophied, and the economic and political power of the road and its dominant figures (J. Edgar Thomson and Thomas A. Scott) negated much of the principle of public accountability. © 1975, The President and Fellows of Harvard College. All rights reserved.||cited By 9|University Of Tennessee, Chattanooga, United States|English|
Journal Article|article|45|Diaz DA,Rees CJ|Checks and balances? Leadership configurations and governance practices of NGOs in Chile|Employee Relations|Q1|62|2020|42|5|1159-1177|Emerald Group Holdings Ltd.||2020|||0142-5455|http://dx.doi.org/10.1108/ER-08-2019-0327|10.1108/ER-08-2019-0327|Purpose: The emergence of Governance practices in the non-governmental organisation (NGO) sector has become associated with increasingly high levels of organisational complexity. In the light of an expanding civil society sector in Chile and the emergence of formalised governance practices, this paper explores the construction of the Executive Director role in Chilean NGOs with reference to organisational functions, organisational dynamics, and external influences. Design/methodology/approach: Grounded theory is used to explore qualitative data derived from a set of N = 39 interviews conducted in Chile These interviews involve NGO founders, funders, Executive Directors, scholars, consultants, and team members. Findings: The findings reveal the pivotal role played by Executive Directors in conducting organisational activities which, in other types of organisations, are often distributed across various organisational functions. The data also highlight complex dynamics involving overt compliance with external regulatory requirements, uncertainties about financial sustainability, the recruitment of Executive Board members, the exercise of power by Executive Directors, and the influence of founders in leadership configurations. Research limitations/implications: The implications of the study are discussed in relation to the governance and accountability of NGOs, the nature of the Executive Director role, the purpose of Executive Boards in the NGO sector, and the recruitment and training of Board members. It is noted that the study was conducted in the NGO sector in Chile; further research is necessary to establish the generalisability of the findings to other contexts. Originality/value: This paper addresses the shortage of organisational research on NGOs. It contributes by offering analytical perspectives on organisational processes of Leadership and Governance. This paper highlights the relationship between, and interdependency of, those processes. © 2020, Emerald Publishing Limited.||cited By 8|Global Development Institute, The University of Manchester, Manchester, United Kingdom|English|
Journal Article|article|49|Harris L|The politics of shareholder voting|New York University Law Review|Q1|57|2011|86|6|1761-1813|||2011|||0028-7881|||Economic theory that suggests underperforming boards of directors should be fearful of an ouster vote by shareholders underappreciates the complexity of shareholder voting decisions. Skill at enhancing firm value has less to do with whether directors win votes and stay at the helm of public companies than previous commentators have presumed. Instead, like incumbent politicians, managers of some of the largest U.S. firms tend to stay in charge of firms because they understand-and take advantage of-the political dynamics of corporate voting. This Article presents a competing theory of shareholder voting decisions, one that suggests that shareholder voting in corporate elections is not dissimilar from citizen voting in political elections. Next, the Article presents the evidence. Using a hand- collected dataset from recent board elections, the Article compares the explanatory power of a standard economic variable (long-term stock price returns) and a political variable (money budgeted for campaigning) on election outcomes. Based on the data, directors' ability to enhance firm value (as measured by stock price returns) is not significantly related to whether they win reelection. Rather, the likelihood of being returned to office appears to be a function of typical election politics-how much was spent by challengers to persuade shareholder voters. These findings have at least two implications. First, the theory that shareholder voting may be politicized helps point the way to how the SEC ought to craft reforms-and, just as important, how not to craft them. Recent SEC reform efforts have the laudable goals of creating new conduits for shareholders to participate in firm affairs, increasing shareholder-nominated candidate success, and disciplining incumbent managers. The results of this study suggest that these reforms will not achieve the stated goals. Even with these reforms, the board continues to have an important political advantage, which likely translates into real votes. As the research here shows, the outcome of elections depends on persuasion and, not simply, as the SEC contends, on shareholders' director nominees being presented alongside those of management. Second, the evidence and theory about shareholder voting presented here has significant implications for understanding mergers and acquisitions, particularly hostile acquisitions. The theory is that acquirers have steep incentives to target firms with poor performance. In most cases, however, such acquisitions depend on winning a vote from shareholders. Thus, if there is any disciplinary effect created by the prospect of takeovers, it depends crucially on understanding what motivates shareholder voting behavior. If voting shareholders respond to political motivations, not economic ones, then the performance of target board members might not be as relevant as takeover theorists had previously surmised. © 2011 by Lee Harris.||cited By 8|University of Memphis Law School, Yale Law School, United States|English|
Journal Article|article|50|Migliore LA,DeClouette AH|Perceptions of trust in the boardroom: A conceptual model|Journal of Leadership and Organizational Studies|Q1|54|2011|18|3|320-333|SAGE Publications Inc.||2011|||1548-0518|http://dx.doi.org/10.1177/1548051811404893|10.1177/1548051811404893|The theoretical framework for a comprehensive trust model is presented using McAllister's affect- and cognitive-based trust model and Siegrist, Earle, and Gutscher's trust-confidence-cooperation model as the foundation. The enhanced model includes cognitive and affective domains of personality, culture, motivation, reliability, competence, and intuition (as a latent variable) to measure perception of trust between two individuals. The model applies the intercognition of self-leadership for improving trust and building effective relationships within boards of directors. Furthermore, the authors consider the multiplicity of board of director roles and how such complexity affects formation and maintenance of optimal trust. © Baker College 2011.||cited By 8|University of Phoenix, Phoenix, AZ, United States; Abundant Knowledge, LLC, P.O. Box 326, Bloomfield Hills, Metamora, MI 48455, United States; Oklahoma State University, Oklahoma City, OK, United States|English|
Journal Article|article|51|Reed R,Storrud-Barnes SF|Uncertainty, risk, and real options: Who wins, who loses?|Management Decision|Q1|116|2010|48|7|1080-1089|||2010|||0025-1747|http://dx.doi.org/10.1108/00251741011068789|10.1108/00251741011068789|Purpose: Real-options have moved from being an academic theory to a decision-making tool that is being used by managers. The thinking underpinning real options has remained true to its financial options-pricing heritage, which means that it is based on an assumption of managerial risk- neutrality. Managers can be risk-seeking or risk- averse, depending on whether or not they are meeting performance targets. This paper aims to explore the questions of what happens when the assumption of risk neutrality is relaxed and how the outcomes of managerial decisions on investments affect the firm's stockholders and bondholders. Design/methodology/approach: The work is conceptual in its approach. Findings: Managers, stockholders, or bondholders do not lose when managers are performing above target and when environmental uncertainty is high, or below target when environmental uncertainty is low, but managers win at the expense of stockholders when they are meeting performance targets and uncertainty is low, and managers win at the expense of bondholders when they are performing below target and uncertainty is high. Research limitations/implications: Propositions are provided for subsequent empirical testing. The paper holds environmental complexity and munificence constant, but discusses the implication of that in the conclusions. Practical implications: The research has implications for shareholders and bondholders. It also has implications for Boards of Directors and the actions they take within their monitoring and control duties. Originality/value: Because the paper is able to separate the constructs of uncertainty and risk, this is the first work that has been able to fully relax the assumption of risk neutrality that underpins real-options theory. © Emerald Group Publishing Limited.||cited By 8|Center for Entrepreneurial Studies, College of Business, Washington State University, Pullman, WA, United States; Management and Labor Relations Department, Nance College of Business Administration, Cleveland State University, Cleveland, OH, United States|English|
Journal Article|article|52|Wu J,Triana MD,Richard OC,Yu L|Gender Faultline Strength on Boards of Directors and Strategic Change: The Role of Environmental Conditions|Group and Organization Management|Q1|97|2021|46|3|564-601|SAGE Publications Inc.||2021|||1059-6011|http://dx.doi.org/10.1177/1059601121992889|10.1177/1059601121992889|Drawing on the notion of “faultlines” and the upper echelons perspective, we argue that the gender faultline strength of a board of directors is negatively related to strategic change. More interestingly, while gender faultline strength negatively relates to strategic change under low levels of environmental complexity, environmental dynamism, and environmental munificence, it is positively related to strategic change when environmental complexity, environmental dynamism, and environmental munificence are at high levels. The analyses of panel data of 5781 firm-year observations of 1171 Chinese firms provide support for the hypotheses. © The Author(s) 2021.||cited By 7|King’s College, University of Aberdeen Business School, Aberdeen, United Kingdom; Vanderbilt University, Nashville, TN, United States; University of Massachusetts-Amherst, Amherst, MA, United States; University of Macau, Taipa, Macau|English|
Journal Article|article|53|D. Kolev K,Hughes-Morgan M,Rehbein K|The Role of Female Directors in the Boardroom: Examining Their Impact on Competitive Dynamics|Business and Society|Q1|90|2021|60|4|811-843|SAGE Publications Ltd||2021|||0007-6503|http://dx.doi.org/10.1177/0007650319847477|10.1177/0007650319847477|This study contributes simultaneously to research on women board members and competitive dynamics by investigating two unresolved research questions: What is the effect of female directors on the firm’s competitive repertoire? Under what conditions is this effect more pronounced? Leveraging the “Awareness-Motivation-Capability” (AMC) framework, we predict that having women on the board of directors should impact the complexity, heterogeneity, and volume of the firm’s competitive moves. Relying upon a sample of U.S. pharmaceutical firms for the years 2000 to 2017, we find that adding female directors on the board positively affects the complexity and volume of a firm’s competitive moves, but negatively impacts the heterogeneity of competitive actions. In addition, the presence of a female CEO moderates these effects, leading to more complex competitive actions and increased volume. Thus, our study lends a greater understanding of how female board members influence competitive dynamics and shape the strategic direction of the firm. © The Author(s) 2019.||cited By 7|Marquette University, Milwaukee, WI, United States|English|
Journal Article|article|55|Chen LY,Lai JH|The effect of board human capital on the performance of technical alliance investments|R and D Management|Q1|112|2017|47|2|265-276|Blackwell Publishing Ltd||2017|||0033-6807|http://dx.doi.org/10.1111/radm.12209|10.1111/radm.12209|Despite boards of directors’ prominent involvement in strategic alliance (SA) decisions in practice and reports from news media, there is relatively little academic research exploring the board's value for a firm's technical SA investments involving a technical transfer or R&D, which are characterized by a high level of uncertainty, information asymmetry, and extreme complexity. Anchored in the resource dependence theory, this study aims to address this important issue by examining how board of directors contribute their human capital, in the form of relevant strategic experience, may mitigate the core challenges managers face when pursuing technical SAs and thereby influencing their outcomes. Our empirical results show that when outside directors hold more extensive alliance experience, they can better execute their consulting function and improve the firm's technical alliance performance. In addition, directors with experience specifically related to technical alliances also have a positive effect on performance. Last, we find that the impact of alliance experience on technical alliance performance is positively moderated by the size of directors’ prior affiliated companies and their share ownership in the focal firm. © 2016 RADMA and John Wiley & Sons Ltd||cited By 7|Department of Business Administration, Soochow University No.56, Kueiyang Street, Section 1,100, Taipei, Taiwan., Taiwan; Department of Finance, National Taipei University of Business, No.321, Sec. 1, Jinan Rd., Taipei City, Zhongzheng District, 10051, Taiwan|English|
Journal Article|article|56|Klijn E,Reuer JJ,Volberda HW,van den Bosch FA|Ex-post governance in joint ventures: Determinants of monitoring by JV boards of directors|Long Range Planning|Q1|118|2019|52|1|72-85|Elsevier Ltd||2019|||0024-6301|http://dx.doi.org/10.1016/j.lrp.2017.10.006|10.1016/j.lrp.2017.10.006|Considerable advances have been made in corporate governance research in recent years and opportunities exist to consider these developments within alliances. We extend the “scope of operations” hypothesis to the domain of joint ventures. This proposition suggests that the monitoring carried out by boards increases when organizations become more complex. The inherent characteristics of JVs generate unique sources of complexity that are currently unexplored in the corporate governance literature. First, we seek to determine their influence on monitoring by using primary data on JV board monitoring. Second, we adopt the size of JV boards as a proxy for monitoring in order to examine whether the determinants of board size and monitoring in fact coincide and to reveal if certain effects are masked by using board size as a simple proxy for monitoring. Doing so enables us to investigate the black-box of what boards actually do as well as extend governance research to other organizational forms. Our findings confirm that the unique characteristics of JVs influence the information needs by the boards resulting in more monitoring by JV directors. Our findings show there is value in bridging alliance theory and the literature on corporate governance research. We also advance practitioner's understanding by providing suggestions on how to structure JV boards in relation to their complexity. © 2017 Elsevier Ltd|Industrial management, Black boxes; Board size; Boards of directors; Corporate governance; Inherent characteristics; Joint ventures; Organizational forms; Primary data, Monitoring, governance approach; joint venture; monitoring; organizational framework; research|cited By 6|Strome College of Business, Old Dominion University, 2004 Constant Hall, Norolk, VA 23529, United States; Leeds School of Business, University of Colorado, Boulder, CO 80309-0419, United States; Rotterdam School of Management, Erasmus University, Rotterdam, PA 3062, Netherlands|English|
Journal Article|article|57|Rebeiz KS|Relationship between boardroom independence and corporate performance: Reflections and perspectives|European Management Journal|Q1|117|2018|36|1|83-90|Elsevier Ltd||2018|||0263-2373|http://dx.doi.org/10.1016/j.emj.2017.01.008|10.1016/j.emj.2017.01.008|The perceived economic value of an independent boardroom configuration has progressively emerged as a matter of considerable importance in the academic and popular literature. The normative research paradigm has fundamentally been dominated by positivists who formulate inferential models populated by large sets of archival data. Regrettably, however, several decades of intense inquiries and passionate debates have invariably failed to ascertain (or dispel) the economic value of an independent boardroom configuration. The lingering boardroom independence–corporate performance saga has reached an impasse with no clear resolution in the foreseeable future. In this study, I provide a diagnosis (through the thematic analysis of semi-structured interviews) of why the economic viability of an independent boardroom remains an elusive phenomenon for positivist researchers. A central reason for the research impasse is attributed to ontological complexities intrinsic to the very nature of the corporation, compounded by multiple layers of methodological complexities. Ultimately, the disentanglement of this enigma would require a pivotal reconceptualization of the corporate governance research agenda. © 2017 Elsevier Ltd||cited By 6|Phoenicia University, Daoudiye, Lebanon|English|
Journal Article|article|58|Atinc G,Ocal Y|The Moderating Effect of Organizational Environment on Post-IPO Corporate Governance Changes and Firm Performance Relationship|Journal of Leadership and Organizational Studies|Q1|54|2014|21|3|286-298|SAGE Publications Inc.||2014|||1548-0518|http://dx.doi.org/10.1177/1548051814529824|10.1177/1548051814529824|In this study, we investigated the possible moderating effects of environmental dynamism, environmental complexity, and environmental munificence on the relationships between changes in top management teams and board of directors and firm performance in the case of young entrepreneurial firms. The results showed that the three dimensions of environment do not moderate the relationship between the rate of change in top management teams and firm performance. On the other hand, the negative relationship between the rate of change in board of directors and firm performance is exacerbated by environmental complexity and munificence. The implications of these findings are discussed in the article. © The Authors 2014.||cited By 6|Texas A&M-CommerceTX, United States|English|
Journal Article|article|73|Demb A|Transnational Governance for a Global Economy|Corporate Governance: An International Review|Q1|99|1996|4|3|142-153|Blackwell Publishing Ltd||1996|||0964-8410|http://dx.doi.org/10.1111/j.1467-8683.1996.tb00143.x|10.1111/j.1467-8683.1996.tb00143.x|As the 21st century approaches, there are many pressures prompting changes in corporate board behavior. The author characterizes the current responses as TQM (more of the same, only better) or reengineering (transformation). To respond adequately to the reality and complexities of a global economy, the author argues that approaches to both corporate governance and boards are in need of reengineering. Directions for board transformation are illustrated with a new framework based on the orientation and constitution of boards. Five new board configurations and the path of evolution are presented.||cited By 3|Department of Educational Policy, Ohio State University, Columbus, OH, United States; Dept. of Corporate Governance, Intl. Inst. for Mgmt. Development, Lausanne, Switzerland|English|
Journal Article|article|85|Higgins JC|Decision-Making at Board Level Using Decision Analysis: Two Case Studies|Journal of the Operational Research Society|Q1|120|1982|33|4|319-326|||1982|||0160-5682|http://dx.doi.org/10.1057/jors.1982.73|10.1057/jors.1982.73|Two cases are described: the first in a newspaper publishing company concerned a strategic pricing decision; the second involved a property litigation problem in a food retailing company. Neither of the decision analysis models presented to the respective Boards of Directors was at all complex mathematically but they were highly influential on the decision-making processes. Indeed both were critical to the decisions made at those times. Some possible lessons are drawn from the cases with respect to these types of decision-making process, the type and complexity of model appropriate and information problems. © 1982 Operational Research Society Ltd.|OPERATIONS RESEARCH, DECISION THEORY AND ANALYSIS|cited By 1|University of Bradford Management Centre, United Kingdom|English|
Journal Article|article|86|Renz DO,Brown WA,Andersson FO|The Evolution of Nonprofit Governance Research: Reflections, Insights, and Next Steps|Nonprofit and Voluntary Sector Quarterly|Q1|96|2023|52|1_suppl|241S-277S|SAGE Publications Inc.||2023|||0899-7640|http://dx.doi.org/10.1177/08997640221111011|10.1177/08997640221111011|The literature on nonprofit governance and boards has grown substantially during the past 50 years as researchers from a variety of disciplines and fields have studied governance systems and processes to examine how they are organized, the practices they employ, and their relations with and impacts on nonprofits. This essay offers a domain-based narrative review of the research on the governance of nonprofit organizations and how it has developed over these 50 years. Building on literature reviews and a Delphi study, we summarize the progression of nonprofit governance research, employ a multi- dimensional framework to summarize and assess the state of the field, and offer recommendations for future study. We find the increasingly multinational and multicultural literature of the field has become more rich, nuanced, and increasingly inclusive of contingency, complexity, paradox, and the diverse theoretical perspectives that will enhance our understanding of nonprofit governance. © The Author(s) 2022.||cited By 0|University of Missouri–Kansas City, United States; Texas A&M University, College Station, United States; Indiana University–Purdue University Indianapolis, United States|English|
Journal Article|article|88|Jouber H|Environmental sustainability performance and shareholder value: an international fuzzy-set qualitative comparative analysis|EuroMed Journal of Business|Q1|31|2023||||Emerald Publishing||2023|||1450-2194|http://dx.doi.org/10.1108/EMJB-09-2022-0161|10.1108/EMJB-09-2022-0161|Purpose: Considering corporate governance (CG hereinafter) practices' variety across Anglo- American and European countries, this study relies on contingency and complexity theories to investigate the effect of environmental sustainability performance (ESP hereinafter) on shareholder value under various configurations of board of directors (BoD hereinafter), firm and country characteristics. Design/methodology/approach: The author used the Thomson Reuters Environment Pillar Score (ASSET4) and the Total Shareholder Return to assess ESP and shareholder value respectively. The author applied a fuzzy-set qualitative comparative analysis (fsQCA hereinafter) to an unbalanced panel of 2,284 observations from 486 European and Anglo-American non-financial listed firms over the period 2016–2020. Findings: The author found a positive association between ESP and shareholder value and he displayed notable differences between Anglo-American and European economies regarding causal predictors of this positive association. Within European firms operating under civil law code where investor protection is low and family ownership is widespread, ESP creates shareholder value under configurations of causal predictors that significantly differ from those of their Anglo- American peers. The author's findings are robust to different identification strategies. Practical implications: This study assists researchers, practitioners, shareholders and policymakers the significant roles that BoD diversity, organisational and institutional traits are jointly playing as determinants of the ESP-shareholder value relationship. Originality/value: The author's study offers a more encompassing, complete and theoretically richer picture of the key drivers and outcomes of ESP. © 2023, Emerald Publishing Limited.||cited By 0|Imam Mohammad Ibn Saud Islamic University (IMSIU), Riyadh, Saudi Arabia; LARTIGE, Sfax University, Sfax, Tunisia|English|
