keywords;count;
PROGRAMMING INSTRUCTION;3;
LEARNING OUTCOME;4;
HOSPITAL MANAGEMENT;1;
STRATEGIC PLANNING;1;
PROFESSIONAL DEVELOPMENT;16;
PLANNING;5;
VEHICLE DYNAMICS;1;
DYNAMICS;3;
REINFORCEMENTLEARNING;6;
HEURISTIC ALGORITHMS;13;
INTELLIGENT VEHICLES;1;
AUTONOMOUSDRIVING;1;
HIERARCHICAL REINFORCEMENT LEARNING;2;
COMPLEX DYNAMIC TRAFFICS;1;
MOTION PLANNING;3;
COGNITIVE TRAINING;1;
ADHERENCE PREDICTION;1;
JUST -IN-TIME INTERVENTION;1;
COOPERATIVE/COLLABORATIVE LEARNING;7;
DISTRIBUTED LEARNING ENVIRONMENTS;4;
LEARNING COMMUNITIES;5;
HYDROPOWER SYSTEM;1;
GREY WOLF OPTIMIZER;1;
QUASI-OPPOSITIONAL LEARNING;1;
ELITE MUTATION;1;
ELASTIC-BALL STRATEGY;1;
CONSTRAINT HANDLING METHOD;1;
INTEGRATION;3;
COMPETENCYBASED MEDICAL EDUCATION;1;
STUDENT STUDY HABITS;1;
QUALITATIVE INTERVIEW;1;
DISCUSSION;1;
TEAM BEHAVIOR;1;
INTERPROFESSIONAL COLLABORATION;2;
ATTITUDE;4;
COST ANALYSIS;2;
MILESTONES;2;
MAPPING;1;
VALIDITY;3;
WORKPLACE-BASEDASSESSMENT;2;
OPERATIONS RESEARCH;2;
INDUSTRIES;1;
DEMAND LEARNING;2;
DYNAMIC PRICING;2;
REVENUE MANAGEMENT;1;
SEQUENTIAL DECISIONMAKING;1;
VIRTUAL SIMULATION;2;
OPTOMETRIC EDUCATION;1;
CLINICAL REASONING;3;
ASIAN AND PACIFIC ISLANDERS;1;
CANCER EDUCATION;3;
CANCER PREVENTION;1;
HEALTHDISPARITIES;1;
HEALTH PROMOTION;3;
LIVER CANCER;1;
SERVICE LEARNING;4;
DATA SCIENCE APPLICATIONS IN EDUCATION;2;
APPLICATIONS IN SUBJECT AREAS;4;
ARCHITECTURES FOR EDUCATIONAL;1;
TECHNOLOGY SYSTEM;2;
IMPROVING CLASSROOMTEACHING;3;
ALPHAZERO;1;
NOGO GAMES;1;
HIGH FIDELITY PATIENT SIMULATION;1;
REFLECTION;9;
DEBRIEFING;3;
QUALITATIVE CONTENT ANALYSIS;1;
SHELTER MEDICINE;1;
ONLINE EDUCATION;4;
CONFIDENCE;3;
DISTANCE EDUCATION;10;
BUSINESS OF HEALTH CARE;1;
STUDENT PHARMACISTS;1;
CURRICULARIMPLEMENTATION;1;
HEALTH PROFESSIONS EDUCATORS;1;
IDENTITY FORMATION;1;
COMMUNITY OF PRACTICE;2;
EDUCATOR TRACK;1;
SCHOLARLY CONCENTRATION;1;
SECURE COMPUTATION OFFLOADING;1;
INTERNET OF THINGS;11;
FOG-CLOUD;1;
NEURO-FUZZY SYSTEMS;1;
SMART CITY APPLICATION;1;
COMPETENCY-BASED ASSESSMENT;1;
DIRECT OBSERVATION;1;
FEEDBACK;12;
QUALITATIVEMETHODS;1;
FACULTY AND RESIDENT EXPERIENCE;1;
CSPAP;3;
PHYSICAL ACTIVITY;4;
PHYSICAL EDUCATION;6;
SPORT;3;
URBAN SCHOOLS;1;
LOW STAKES ASSESSMENT;1;
PROGRESS TESTING;1;
SELF-DETERMINATION THEORY;1;
TEST-TAKING EFFORT;1;
ANTIMICROBIAL STEWARDSHIP;2;
INFECTIOUS DISEASES;1;
ENERGY MANAGEMENT;5;
PONTRYAGIN'S MINIMUMPRINCIPLE;1;
TARGET PREVIEW BASED SOC PLAN METHOD;1;
DISTRIBUTED MACHINE LEARNING;1;
COFLOW SCHEDULING;2;
MULTI-STAGE JOB;1;
DEPENDENT COFLOWS;1;
CLINICAL COMPETENCE;7;
CLINICAL JUDGMENT;1;
GRADUATE NURSES;2;
NURSINGHANDOVER;1;
JOURNAL CLUBS;1;
HEALTH PROFESSIONALS;5;
SINGLE-MACHINE;1;
TARDINESS;1;
LEARNING EFFECT;4;
KNOWLEDGE TRANSLATION;6;
CAPACITY BUILDING;4;
THEORETICAL DOMAINS FRAMEWORK;1;
BARRIERS;6;
ENABLERS;2;
KNOWLEDGE-TO-ACTION;1;
PARTICIPATORY ACTION RESEARCH;2;
PHARMACY STUDENTS;3;
WIRELESS BODY AREA NETWORKS;1;
IN-BODY SENSORS;1;
JAMMINGATTACKS;1;
VOLTAGE CONTROL;3;
POWER SYSTEM MANAGEMENT;1;
REGULATORS;2;
PROGRAMPROCESSORS;1;
TIME-FREQUENCY ANALYSIS;1;
POWER SYSTEM DYNAMICS;1;
MULTICOREPROCESSING;1;
DYNAMIC VOLTAGE SCALING;1;
MICROPROCESSORS;1;
MULTIDISCIPLINARY CAPSTONE;1;
INDUSTRY NEEDS;1;
INDUSTRY PERSPECTIVES;1;
OUTCOMES;4;
PROGRAM STRUCTURE;1;
COMPUTER-MEDIATED COMMUNICATION;6;
PEDAGOGICAL ISSUES;16;
IMPLEMENTATION SCIENCE;5;
CURRICULARDEVELOPMENT;1;
VALUE-ADDED MEDICAL EDUCATION;1;
STANDARDIZED PATIENT;1;
MASTER OF NURSING;1;
ADVANCED PRACTICE NURSE;1;
SEARCH PROBLEMS;4;
POWER SYSTEMSTABILITY;1;
COSTS;10;
SMART GRIDS;1;
BIRD SWARM ALGORITHM;1;
OPTIMAL POWER FLOW;1;
SMART POWER GRID;1;
VIRTUAL COURSES;1;
COMPUTER SCIENCE;16;
GENOMICS;1;
CORRELATION;2;
IMAGESEGMENTATION;1;
RADIOMICS;3;
COMPUTED TOMOGRAPHY;2;
RADIOGENOMICS;1;
GENOMICS BIOMARKER;1;
GSEA;1;
INSTRUCTIONAL STRATEGIES;1;
PHYSICAL EDUCATION CURRICULUM;1;
PERSONAL AND SOCIAL RESPONSIBILITY;1;
GATEWAY COURSE;1;
TESTANXIETY;1;
COLLABORATIVE TESTING;1;
MOTIVATED STRATEGIES FOR LEARNINGQUESTIONNAIRE;1;
MSLQ;3;
COMPUTATION OFFLOADING;2;
TASK CACHING;1;
ENERGY-EFFICIENT;1;
MOBILE EDGECOMPUTING;1;
Q LEARNING;1;
DEEP Q NETWORK;1;
CHEMICAL EDUCATION RESEARCH;3;
COLLABORATIVE/COOPERATIVE LEARNING;8;
TEACHER EDUCATION;5;
HOME APPLIANCES;3;
RENEWABLE ENERGY SOURCES;3;
ENERGYMANAGEMENT;1;
PEAK TO AVERAGE POWER RATIO;1;
CARBON DIOXIDE;2;
ENERGYMANAGEMENT CONTROLLER;1;
USER-COMFORT;1;
DEMAND SHIFTING;1;
LOAD SCHEDULING;1;
BATTERY STORAGE SYSTEMS;1;
SOLAR ENERGY;1;
SMART GRID;2;
SURGICAL DOCUMENTATION;1;
SAFETY;5;
POST-OP;1;
CHECKLIST;1;
ACIDS/BASES;2;
NONMAJORCOURSES;1;
PH;1;
CONSUMER HEALTH INFORMATICS;1;
EHEALTH IMPLEMENTATION;1;
ASSISTIVE LIVINGTECHNOLOGIES;1;
ELECTRONIC HEALTH RECORDS;2;
MHEALTH;1;
ONLINE PEER-TO-PEER LENDING;1;
LOAN ALLOCATION STRATEGIES;1;
MODERNPORTFOLIO THEORY;1;
SMART BUILDINGS;1;
SHARED ENERGY STORAGE;1;
PIECEWISE MCCORMICK RELAXATION;1;
BI-OBJECTIVE MIXED INTEGER LINEAR PROGRAMMING;1;
DYNAMIC OPTIMAL POWER FLOW;1;
DIFFERENTIAL EVOLUTION;2;
EVOLUTIONARY DYNAMIC OPTIMIZATION;1;
ENGINEERING INTEGRATION;1;
K-12 EDUCATION;1;
CROSS-DISCIPLINARY TEAMS;1;
DIDACTICS;2;
DIET RECORDS;1;
NURSE EDUCATION;2;
NUTRITION;2;
UNDERGRADUATE NURSING;1;
QUESTIONNAIRE;4;
ENGINEERING;5;
RISK PERCEPTION;1;
FACTOR ANALYSIS;2;
CHARGING STATIONS;1;
ELECTRIC VEHICLE CHARGING;1;
APPROXIMATION ALGORITHMS;4;
JOB SHOP SCHEDULING;3;
PRICING AND SCHEDULING;1;
STATE-ACTION-REWARD-STATE-ACTION (SARSA);1;
INDIGENOUS POPULATIONS;1;
ARTHRITIS;1;
CULTURAL COMPETENCY;2;
CULTURAL SAFETY;5;
K12;1;
THEMATIC ANALYSIS;4;
TEACHERS;2;
LUNG;1;
INFORMATICS;5;
INDUSTRIAL INTERNET OF THINGS;2;
COMPUTED TOMOGRAPHY (CT) IMAGEANALYSIS;1;
CONVOLUTIONAL NEURAL NETWORK (CNN);1;
COVID-19 DIAGNOSIS;1;
INDUSTRIAL INTERNET OF THINGS (IIOT);1;
RESIDUAL LEARNING DIAGNOSISDETECTION (RLDD);1;
SELF-EXPLAINING;1;
COMMENTS;1;
PROGRAMMING LEARNING;5;
APPLIED COMPUTINGEDUCATION;1;
CONTINUING INTERPROFESSIONAL EDUCATION;1;
STAFFDEVELOPMENT;1;
PROTOCOLS;3;
GENDER-AFFIRMING MEDICINE;1;
DESIGNTHINKING;1;
VENTILATION;2;
PHYSIOLOGICAL DATA;1;
TIME SERIES;2;
PRIMARY SCHOOLS;1;
SCALING UP;1;
SCHOOL VISITS;1;
TEACHER DEVELOPMENT;2;
ENSEMBLE PHARMACOPHORE;1;
ENSEMBLE DOCKING;1;
DUAL ENSEMBLE SCREENING (DES);1;
ENSEMBLE PHARMACOPHORE-BASED SCREENING (EPS);1;
POST-EPS FILTRATION(PEPSF);1;
DUAL INHIBITORS;1;
THIRD-YEAR UNDERGRADUATE;1;
ORGANIC CHEMISTRY;2;
LABORATORY EQUIPMENT;1;
ROBOTIC SYNTHESIS;1;
DIGITALSYNTHESIS;1;
COMMUNITY-ENGAGED RESEARCH;1;
MINI-GRANTS;1;
IMPLEMENTATION;4;
HEALTH CHECK-UP;2;
MACHINE-LEARNING;2;
PREDICTION;5;
FORMATIVE FEEDBACK;2;
CLINICAL SKILLS;2;
PHYSIOTHERAPY;3;
MUSCULOSKELETAL MANIPULATIONS;1;
AFRICANAMERICAN;1;
PROSTATE CANCER;1;
LAY HEALTH ADVISOR;1;
INFORMEDDECISION-MAKING;1;
SOCIAL COGNITIVE THEORY;1;
ADULT LEARNING THEORY;1;
INTERPROFESSIONAL;4;
COMMUNITY;2;
MEDICAL STUDENTS;9;
CURRICULUM DESIGN;4;
SYSTEMS THINKING;3;
INDUSTRY ENGAGEMENT;1;
PARTNERSHIPS;1;
CLASSROOM PROJECTS;1;
STUDENT PIPELINE;1;
INDUSTRY FUNDING;1;
CLASSROOM INVOLVEMENT STRATEGIES;1;
INTELLIGENT AGENTS;1;
TASKANALYSIS;3;
BLOCKCHAIN;1;
COOPERATIVE COMPUTATIONOFFLOADING;1;
DEEP REINFORCEMENT LEARNING (DRL);4;
END-OF-LIFE;2;
DISCOUNTEDOPTIMAL CONTROL;1;
INTELLIGENT CONTROL;1;
OVERHEAD CRANE;1;
IS INNOVATION;1;
HEALTHCARE;4;
DISCOURSE ANALYSIS;4;
FRAME THEORY;1;
DEVELOPING COUNTRIES;6;
PHYSICAL THERAPY EDUCATION;3;
ANATOMYEXAMINATIONS;1;
BELL-RINGER EXAMINATION;1;
EDUCATIONAL MEASUREMENT;1;
ORALEXAMINATION;1;
PRACTICAL EXAMINATIONS;1;
VIVA VOCE EXAMINATION;1;
FOOD SUSTAINABILITY;1;
LIGHT FIDELITY;1;
WIRELESS FIDELITY;2;
HANDOVER;1;
SIGNAL TO NOISE RATIO;2;
VISIBLE LIGHT COMMUNICATION;1;
HETEROGENEOUSLIFI WIFI NETWORK (HLWN);1;
LIGHT FIDELITY (LIFI);1;
LINK AGGREGATION (LA);1;
LOAD BALANCING (LB);1;
MIXED-INTEGER NONLINEAR PROGRAMMING (MINLP);1;
REINFORCEMENT LEARNING (RL);2;
REWARD SHAPING;1;
ADULT LEARNING;3;
POSTSECONDARY EDUCATION;1;
RESOURCEMANAGEMENT;2;
WIRELESS COMMUNICATION;3;
DATA PRIVACY;1;
COMMUNICATION EFFICIENCY;1;
FEDERATED EDGE LEARNING (FEL);1;
INDUSTRIALINTERNET OF THINGS (IIOT);1;
NEW RADIO IN UNLICENSED SPECTRUM (NR-U);1;
USER SELECTION;1;
AUGMENTED REALITY;1;
VIRTUAL REALITY;8;
TEACHER PROFESSIONAL DEVELOPMENT;5;
SBIRT;1;
SCALING-UP;1;
WORKFORCE DEVELOPMENT;1;
ADMITTANCE CONTROL;1;
HUMAN-ROBOT INTERACTION;1;
PASSIVITY;1;
NEAR-PEER LEARNING;2;
CLERKSHIP;1;
TESTING/ASSESSMENT;2;
GREEN CHEMISTRY;2;
LABORATORY EQUIPMENT/APPARATUS;2;
INDUSTRIAL CHEMISTRY;1;
LAPAROSCOPIC SURGERY;1;
SUTURING;1;
MASTERY LEARNING;3;
INSTRUCTIONAL CHANGE;2;
POST-SECONDARY FACULTY;1;
DELIBERATE PRACTICE;2;
GME;1;
BURNOUT;2;
ASSESSMENT LITERACY;1;
PEER ASSESSMENT;2;
HEALTH MANAGEMENT;1;
MANAGEMENT TRAINING;1;
TRAINING EVALUATION;1;
CRITICAL THINKING;8;
HIGH-FIDELITY SIMULATION;2;
NURSINGSTUDENT;1;
MINIMALLY INVASIVE SURGERY;1;
CONTINUINGMEDICAL EDUCATION;1;
CLINICAL EXPERIENCES;1;
STUDENT DEVELOPMENT;2;
EXPERIENTIALLEARNING;2;
PHARMACY PRACTICE;1;
WATER WAVE OPTIMIZATION ALGORITHM;1;
DISTRIBUTED ASSEMBLY NO-IDLEFLOW-SHOP SCHEDULING PROBLEM;1;
VARIABLENEIGHBORHOOD SEARCH;1;
HEALTH CARE EDUCATION;1;
REFLECTIVE WRITING;1;
HEALTHSTUDENTS;1;
QUALITATIVE META-SYNTHESIS;1;
TRAINEE;1;
WELL-BEING;3;
PSYCHOLOGICAL STRESS;1;
INTERSECTIONALITY;1;
NURSES AND MIDWIVES;1;
MANDATEDCURRICULUM;1;
PRIVILEGE;1;
WHITENESS;1;
QUERY LANGUAGES;1;
XMLQUERY LANGUAGES;1;
HIGH SCHOOL/INTRODUCTORY CHEMISTRY;3;
HANDS-ON LEARNING/MANIPULATIVES;8;
INTERNET/WEB-BASED LEARNING;2;
LABORATORYMANAGEMENT;1;
TA TRAINING/ORIENTATION;2;
BACHELOR'S PROGRAM;1;
KNOWLEDGE MAPPING;1;
MASTER'S PROGRAM;1;
WORKFORCE SHORTAGE;1;
POST-SECONDARY EDUCATION;6;
MEDIA AND EDUCATION;1;
QUALITATIVE ANALYSIS;2;
SENTIMENT ANALYSIS;1;
NVIVO;1;
EXPERIENTIAL EDUCATION;2;
ADVANCED PHARMACY PRACTICE EXPERIENCE;1;
INTRODUCTORY PHARMACY PRACTICE EXPERIENCE;1;
ROTATION;1;
COMPENSATION;1;
PHD;2;
GRADUATE PROGRAM;1;
BIOMEDICAL SCIENCE;1;
MEDICAL SCIENCESTRAINING;1;
SELF-GUIDED PRACTICE;1;
CRICOTHYROIDOTOMY;1;
PROCEDURAL SKILL;1;
COPING BEHAVIOR;2;
HEALTH;2;
CLINICAL SUPERVISION;2;
BATTERIES;3;
ENGINES;3;
GENERATORS;3;
RESISTANCE;1;
POWERDEMAND;1;
HYBRID ELECTRIC TRACKEDVEHICLE;1;
ONLINE UPDATING MECHANISM;1;
ESTIMATION;1;
SOFT SENSORS;2;
TIME MEASUREMENT;1;
LEARNING ANALYTICS (LA);1;
LEARNINGMANAGEMENT SYSTEMS (LMSS);1;
LOG FILES;1;
MOODLE;2;
ONLINE TIME ESTIMATION;1;
SCREEN RECORDINGS;1;
SESSIONS;1;
TIME ON TASK;1;
DISTAL RADIUS FRACTURE;1;
FRACTURE HEALING;1;
MECHANO-REGULATION THEORY;1;
ANGIOGENESIS;1;
COMPUTATIONAL MODELLING;1;
UNDERGRADUATE;9;
NEONATAL;1;
NEWBORN;1;
PEDIATRIC;1;
QUALITATIVE AND QUANTITATIVESTUDY;1;
MICROLEARNING;1;
SOCIAL MEDIA;3;
VIDEO-BASED LEARNING;2;
ACCREDITATION COUNCIL OF GRADUATE MEDICAL EDUCATION (ACGME);1;
CORECOMPETENCIES;1;
AMERICAN BOARD OF SURGERY (ABS);1;
AMERICAN BOARD OF SURGERYIN-TRAINING EXAMINATION (ABSITE);1;
COMPETENCY-BASED SURGICAL EDUCATION;1;
SURGERY RESIDENCY TRAINING;1;
CBCT IMAGES;1;
NHP;1;
MASK-RCNN;1;
EVIDENCE BASED PRACTICE;1;
POST-GRADUATETRAINING;1;
PHYSICAL THERAPY;4;
EQUITY AND INCLUSION IN CHEMISTRY;1;
TRAINEES;1;
HIGHLY QUALIFIED PERSONNEL;1;
GRADUATE STUDENT EDUCATION;1;
INTERNATIONAL STUDENTS IN CHEMISTRY;1;
ENGLISH-AS-AN-ADDITIONAL LANGUAGE;1;
PARTICLE SWARM OPTIMIZATION;4;
STATISTICS;6;
GENETIC ALGORITHMS;5;
EVOLUTION (BIOLOGY);1;
SPARROW SEARCH ALGORITHM;1;
IMPROVED TENT CHAOS MUTATION;1;
LEVY FLIGHTSMUTATION;1;
ELITE OPPOSITION-BASED LEARNING MUTATION;1;
VARIABLE RADIUSMUTATION;1;
ENTRUSTMENT;3;
RESIDENT ENTRUSTABILITY;1;
CONTIN-UOUS PROFESSIONALDEVELOPMENT;1;
QUALITATIVE METHODOLOGY;1;
NURSING INFORMATICS;1;
NURSINGDIAGNOSIS;1;
WORKFORCE ISSUE;1;
QUALITY IMPROVEMENT IN HEALTH CARE SYSTEM;1;
MENTORING;9;
PROBLEM-SOLVING SKILLS;1;
SAUDI ARABIA;1;
NURSING INTERNS;1;
PRECEPTORSHIP;2;
EARLY CAREER ACADEMIC NURSE;1;
CAREER JOURNEY;1;
QUALITATIVE DESCRIPTIVE;1;
FACULTY UNDERSTANDING;1;
-YEAR ENGINEERING;1;
PHENOMENOGRAPHY;3;
PROBLEMLEARNING;1;
SOPHOMORE ENGINEERING;1;
ONLINE ROUTING AND SPECTRUM ALLOCATION;1;
ELASTIC OPTICAL NETWORKS;1;
MIXED-INTEGER LINEAR PROGRAM;1;
DEEPREINFORCEMENT LEARNING;3;
PRE-LICENSURE NURSING EDUCATION;1;
VIDEO PATIENT SCENARIO;1;
CLASSROOM;2;
DETERIORATING JOBS;1;
SETUP TIMES;1;
GENETICALGORITHM;2;
ANT COLONY OPTIMIZATION;1;
HYPERTENSION;1;
PHARMACIST;2;
PRESCRIBING;1;
ADHERENCE;1;
SIMULATION-BASED EDUCATION;1;
EXCELL PROGRAM;1;
WIRELESS NETWORKS;2;
NETWORK TOPOLOGY;2;
ADAPTATION MODELS;4;
WIRELESS MESH NETWORKS;1;
SYSTEMATIC OBSERVATION;4;
TOOLS FOR ASSESSING RESPONSIBILITY-BASEDEDUCATION;1;
PEER OBSERVATIONS;1;
DESIGN SPACE EXPLORATION (DSE);1;
GRAPH NEURAL NETWORK (GNN);1;
HIGH-LEVELSYNTHESIS (HLS);1;
MAKING;1;
DIGITAL FABRICATION;2;
ELEMENTARYEDUCATION;1;
CATALYSIS;1;
TRANSURETHRAL RESECTION OF THE PROSTATE;1;
SURGICAL SIMULATION;3;
CONSTRUCTVALIDITY;1;
SURGICAL TRAINING;5;
NEONATAL RESUSCITATION;1;
SKILL;2;
CRYO-ELECTRON TOMOGRAPHY;1;
PARTICLE PICKING;1;
PROTEIN LOCALIZATION;1;
MEMBRANE PROTEIN;1;
ANNOTATION-EFFICIENT;1;
ACTIVE TRANSPORTATION;1;
COMMUNITY HEALTH;2;
PROGRAM PLANNING;2;
CANCER SURVIVORS;1;
HEALTH-RELATED QUALITY OF LIFE;1;
ACADEMIC SUCCESS;2;
FEAROF CANCER RECURRENCE;1;
GLOBAL SOFTWARE DEVELOPMENT;1;
SOFT SKILLS;1;
UNDERGRADUATE LEVEL;1;
SELF-DETERMINATION;2;
AUTONOMY SUPPORT;1;
AUTONOMOUS MOTIVATION;1;
NURSINGSTUDENTS;2;
SPIRITUALITY;1;
EVIDENCE-BASED PRACTICE;4;
PRECEPTOR;3;
QUALITATIVE RESEARCH;16;
REHABILITATION;2;
SPEECH-LANGUAGE PATHOLOGY;1;
CARDIOVASCULAR DISEASE;1;
CLINICAL RISK PREDICTION;1;
NEURAL-INSPIRED ALGORITHMS;1;
MANUFACTURING PROCESSES;1;
PRODUCTION;3;
RENEWABLE ENERGYSOURCES;1;
POWER SYSTEMS;1;
POWER GRIDS;1;
GENERATIVEADVERSARIAL NETWORKS;1;
MANUFACTURING LOAD;1;
STATE TASK NETWORK (STN) METHOD;1;
CONDITIONAL DEEPCONVOLUTION GENERATIVE ADVERSARIAL NETWORKS (C-DCGAN) ALGORITHM;1;
TYPICALSCENARIO SCREENING METHOD;1;
COMMUNITY PHARMACY;1;
PHARMACEUTICAL SERVICE;1;
NEWSVENDOR;1;
ONLINE ADVANCE SELLING;1;
RANDOM REWARDS;1;
RISK AVERSION;1;
STRATEGIC CONSUMER;1;
SELF-REGULATED LEARNING;4;
RUBRICS;2;
PROCESS SKILLS;1;
PROFESSIONAL SKILLS;3;
INFORMATIONPROCESSING;1;
SIMULATION BASED TRAINING;1;
DATA-DRIVEN OPTIMIZATION;1;
SURROGATE MODELING;1;
BLACK-BOX OPTIMIZATION;1;
QUERY OPTIMIZATION;1;
DOUBLE DQN;1;
SEARCHSTRATEGY;1;
JOIN PLAN;1;
INCIVILITY;1;
PERFORMANCE;6;
SUPERVISORS;1;
WORK -INTEGRATED LEARNING;1;
WORKPLACE -BASED ASSESSMENT;1;
EDUCATION/CURRICULUM/LEARNING;1;
PROFESSIONALISSUES;1;
PROFESSIONAL STANDARDS;1;
COMPUTATIONAL TOOLS;1;
INSTRUCTIONAL EFFECT;1;
MODELING AND SIMULATION;1;
MOORING LINE;1;
UROLOGY;1;
NANOELECTROMECHANICAL SYSTEMS;1;
BARS;1;
DISTRIBUTED BRAGG REFLECTORS;1;
IEEETRANSACTIONS;1;
PROGRAMMING PROFESSION;14;
COMPUTER PROGRAMMING;53;
BLOCKS-BASED APPROACH;1;
SERIOUS GAMES;1;
TEACHING/LEAMING STRATEGIES;2;
SPEAKER RECOGNITION;1;
SPEECH RECOGNITION;1;
TOOLS;11;
TAXONOMY;2;
BIOMETRICS (ACCESS CONTROL);1;
SPEECH PROCESSING;1;
SPEAKERRECOGNITION;1;
END-TO-END ARCHITECTURES;1;
META LEARNING;1;
ECHOCARDIOGRAPHY;1;
RHEUMATIC HEART DISEASE;1;
META-LEARNING;1;
LOW-COST IMAGING;1;
SCREENING;1;
CANCER COALITION;1;
ALABAMA;1;
PROGRAM EVALUATION;9;
SURVEY;6;
IMPLEMENTATION OUTCOME;1;
IMPLEMENTATIONSTRATEGIES;1;
ATOMIC SPECTROSCOPY;1;
WATER/WATER CHEMISTRY;1;
ENVIRONMENTAL CHEMISTRY;1;
PEDIATRIC PAINCURRICULUM;1;
FLIPPED-LEARNING STRATEGIES;1;
KNOWLEDGE DISSEMINATION;1;
PA DURING SCHOOL DAY;1;
SCHOOL PA PROMOTION;1;
PA INTEGRATEDCURRICULUM;1;
CADAVER DISSECTION;2;
GRADUATE TRAINING;1;
MEDICAL EDUCATOR;1;
CHILD EATING BEHAVIORS;1;
CHILD OBESITY;1;
CHILD OBESITY PREVENTION;1;
DIABETES PREVENTION;2;
HISPANIC;1;
TRAIN SPEED PROFILE;1;
Q-SARSA ALGORITHM;1;
DEEP-Q NETWORK;1;
CONVERGENCEMEASUREMENT;1;
SOLAR FORECASTING;1;
FORECASTING HORIZONS;1;
ENERGY ASSIGNMENT PRINCIPLES;1;
ADAPTIVE DUTY CYCLING;1;
ENERGY NEUTRAL STATE;1;
STORAGE EFFICIENCY;1;
APPRENTICESHIP;1;
QUALITATIVE;5;
CULTURALLY COMPETENT CARE;1;
BAYESIAN SOCIAL LEARNING;1;
DISTRIBUTED DETECTION;1;
GREEDY STRATEGY;1;
SUBMODULAR FUNCTION;1;
IN-SITU SIMULATION;2;
TEAM TRAINING;2;
RESUSCITATION;1;
PROGRAMMATIC APPROACH;1;
IMPLEMENTATION STRATEGY;1;
KERN'S SIX STEPS;1;
ONCOLOGY;1;
HEMATOLOGY;1;
MEDICAL TRAINEES;2;
RESILIENCE;9;
SINGAPORE;1;
UNDERGRADUATESTUDENTS;1;
EXPERIENTIAL;2;
INREACH;1;
METACOGNITION;4;
IDENTITY;2;
SENSORS;3;
UNMANNED AERIAL VEHICLES;1;
SMART DEVICES;1;
PERFORMANCE EVALUATION;1;
TRAVELING SALESMAN PROBLEMS;1;
MOBILE CROWD-SENSING;1;
TASK ALLOCATION;1;
TABUSEARCH;1;
MINDFULNESS;4;
BASIC PSYCHOLOGICAL NEEDS;1;
MEDICALSTUDENTS;2;
SURGERY EDUCATION;1;
NONPHYSICIAN EDUCATOR;1;
SURGICALRESIDENCY;2;
SURGICAL RESIDENCY EDUCATION;1;
CYBER ERRORISM;1;
CYBER SECURITY AWARENESS;1;
FOREIGNAID;1;
MYANMAR;1;
CYBER CAPACITY BUILDING;1;
NATURE OF ENGINEERING;1;
ELEMENTARY TEACHERS;1;
MIXED-METHODS;2;
ROLE MODELING;1;
DENTAL EDUCATION;2;
EMERGENT PEDAGOGIES;1;
INSTRUCTIONAL INNOVATION;1;
EMERGING TECHNOLOGIES;1;
INNOVATION;4;
HEURISTICS;1;
COURSE DESIGN HEURISTICS;1;
INSTRUCTIONALSTRATEGIES;1;
MEDICAL SIMULATION;1;
PEDIATRIC EMERGENCY MEDICINETRAINING;1;
RAPID CYCLE DELIBERATE PRACTICE;1;
DEBRIEFINGWITH GOOD JUDGMENT;1;
RISK PREVENTION;1;
VIRTUAL LABORATORY;2;
ORGANIZATIONAL LEARNING;1;
PSYCHOLOGICAL SAFETY;2;
NURSING FACULTY;1;
COMPUTING EDUCATION;10;
THEORY;1;
THEORETICAL CONSTRUCT;1;
LITERATURE;1;
INSTRUMENT;2;
IMAGE EDGE DETECTION;2;
BASE STATIONS;1;
EDGECOMPUTING;1;
MICROSERVICE;1;
COORDINATION;1;
DELAY;1;
MIGRATION;1;
BBC MICRO;1;
BIT;1;
PERCEIVED PROFESSIONAL COMPETENCE;1;
EDGE-ASSISTED CACHING REPLACEMENT;1;
INTELLIGENT CONTENT CACHING;1;
LONGSHORT TERM MEMORY;1;
FUSION STRATEGY;1;
MULTI-SCALE INFORMATION;1;
ANALYTICALCHEMISTRY;2;
TEXTBOOKS;1;
INSTRUMENTAL METHODS;1;
QUANTITATIVEANALYSIS;1;
TWIN-SVM;1;
INCREMENTAL LEARNING;1;
MULTICLASS TWIN-SVM;1;
DATA STREAM;1;
ON-LINE LEARNING;2;
COMMUNICATION SKILLS TRAINING;2;
QUALITATIVEINTERVIEWS;1;
IMPACT;1;
SCALABILITY;2;
CONVOLUTION;1;
COLLABORATION;6;
NETWORKREPRESENTATION LEARNING;1;
NODE EMBEDDING;1;
NODE CLASSIFICATION;1;
SEMI-SUPERVISED LEARNING;2;
BATCH SYSTEMS;1;
MULTIMODAL CONTROL;1;
LEBESGUESAMPLING;1;
TRAUMA;2;
CRISIS RESOURCE MANAGEMENT;1;
SURGICALEDUCATION;1;
VIRTUAL REALITY-BASED EDUCATION;1;
LAPAROSCOPICTRAINING;1;
EDUCATIONAL SAFETY;1;
LEADERSHIP;11;
LEARNINGENVIRONMENT;2;
BLENDED LEARNING;11;
HOME HEALTHCARE;1;
SERIOUS GAME;1;
CONSORTIUM;1;
EDUCATIONAL ASSESSMENT;1;
LEARNING-BASED NETWORK OPTIMIZATION;1;
NETWORK SLICING;1;
CONTENT DELIVERYNETWORK;1;
UNCERTAIN PROGRAMMING;1;
DEBRIEF;1;
LOW-RESOURCE;1;
STOCHASTIC PROGRAMS;1;
NETWORK DESIGN;1;
