keywords;count;
INSTRUCTIONAL-CHANGE;3;
DIFFUSION;2;
INTERVIEWS;2;
PROGRAMMING SELF-EFFICACY;1;
SCALE;4;
CELLULAR NETWORKS;1;
SERVICE MIGRATION;1;
IMAGE CLASSIFICATION;1;
POROUS-TUBE;1;
ION UPTAKE;1;
RECOGNITION;7;
FEATURES;2;
PLANTS;1;
INSTRUMENTAL ANALYSIS COURSES;1;
QUANTITATIVE-ANALYSIS;1;
NATIONAL-SURVEY;2;
GAPS;1;
LEARNING ALGORITHM;2;
ONLINE;7;
PROBATION;1;
HUMAN PATIENT SIMULATOR;1;
RESUSCITATION;1;
MULTIDISCIPLINARY;1;
STUDENT CONFIDENCE;1;
PSYCHOLOGICAL SAFETY;1;
5G;3;
DELIVERY PRACTICES;1;
SUPPLY CHAIN DESIGN;1;
PROGRAMMING APPROACH;1;
UNCERTAINTY;3;
OCCUPATIONAL SOCIALIZATION;1;
DISTANCE;2;
TEACHING STRATEGIES;1;
PERCEIVED KNOWLEDGE;1;
ENVIRONMENT MAP;1;
MIDLIFE;1;
DISCOVERY;9;
DISSECTION COURSE;1;
FUTURE TIME PERSPECTIVE;1;
STUDENT MOTIVATION;1;
PROFILES;3;
ORIENTATIONS;1;
ADVERSE EVENTS;3;
RETHINKING;2;
PROMISE;2;
CONCORDANCE;1;
RACISM;1;
BIAS;4;
LEVEL;3;
PARRONDOS;1;
NOISE;1;
TEACHING PROFESSIONALISM;2;
ETHICS;2;
EXAMINATION INSTRUCTION;1;
CLINICAL TEACHING QUESTIONNAIRE;1;
STRATEGY INSTRUCTION;1;
RESIDENCY;4;
VIDEO;3;
FEATURE-SELECTION;6;
SCENE;1;
MEDICAL-STUDENT MISTREATMENT;1;
RESPONSES;3;
HUMAN LEARNING OPTIMIZATION;1;
MULTIOBJECTIVE EVOLUTIONARY ALGORITHM;1;
GAUSSIAN-BASIS FUNCTIONS;1;
INTEGRALS;2;
EXCEL;1;
SEARCH STRATEGIES;1;
CLOUD;1;
THINGS;3;
SCIENTIFIC MANUSCRIPT;1;
ADULT LEARNERS;1;
APPREHENSION;1;
PUBLICATION;1;
WRITERS;1;
PROSE;1;
WIRELESS LAPTOPS;1;
PATTERSON;1;
CLAIR;1;
KEHOE;1;
ROBERT;1;
AFRICA;2;
OPTIMALITY;1;
SEALANTS;1;
CARIES;1;
GROUP-WORK;1;
QUEER;1;
TRANS;1;
HIGH-SCHOOL;2;
SCIENTIST;1;
INQUIRY;5;
ONLINE QUIZZES;1;
STUDENT PERFORMANCE;3;
ORGANIZATIONAL READINESS;1;
HIDDEN CURRICULUM;1;
CRITICAL DECISION METHOD;2;
AUTOMATED VEHICLES;1;
SUSPENSION CONTROL;1;
PREVIEW;1;
SAFE;1;
LANGUAGE CONCORDANCE;1;
INTEGER PROGRAMMING APPROACH;1;
VALUE-AT-RISK;2;
CONDITIONAL VALUE;1;
ROBUSTOPTIMIZATION;1;
TRANSACTION COSTS;1;
STOCK;1;
INVESTMENT;1;
RETURNS;1;
DOWNLINK;1;
CHILDHOOD BLINDNESS;1;
FAMILY MEDICINE;1;
ADDIS-ABABA;1;
PSYCHIATRY;1;
WORLDWIDE;1;
TORONTO;1;
CLINICAL GUIDELINES;1;
LOGIC;1;
DEMENTIA;1;
DIMENSIONALITY REDUCTION;1;
FACE RECOGNITION;1;
IMAGE;2;
CHEMICAL-REACTION OPTIMIZATION;1;
BACKTRACKING SEARCH ALGORITHM;1;
LEARNING BASED OPTIMIZATION;1;
ARTIFICIALBEE COLONY;1;
EMISSION DISPATCH;1;
POWER-SYSTEMS;1;
PROGRAMMING TECHNIQUES;1;
NONSMOOTH;1;
SPARSE;2;
NMF;1;
CANONICAL CORRELATION-ANALYSIS;1;
MENTAL-HEALTH-CARE;1;
FAMILIES;1;
ACCEPTABILITY;1;
URBAN;1;
AUTOMATIC METHOD;1;
PACKAGE;2;
LIBRARY;1;
SOCIAL-RESPONSIBILITY MODEL;1;
AFTER-SCHOOL PROGRAM;1;
PHYSICAL-EDUCATION;5;
SPORT PROGRAMS;1;
ENGINEERING OPTIMIZATION;1;
MITIGATE;1;
PRIMARY-HEALTH-CARE;1;
ALMA-ATA;1;
REBIRTH;1;
APPROXIMATE NEAREST-NEIGHBOR;1;
QUANTIZATION;1;
COGNITIVE TEST ANXIETY;1;
LECTURE;7;
MENTORING RELATIONSHIP;1;
TRANSITION PROGRAMS;1;
REGISTERED NURSES;3;
1STYEAR;1;
GENERATIONS;1;
AUSTRALIA;4;
AVOIDING BURNOUT;1;
MEANS CLUSTERING-ALGORITHM;1;
NEAREST-NEIGHBOR;1;
TOP;1;
STATE-FEEDBACK CONTROL;1;
H-INFINITY CONTROL;1;
VEHICLE SUSPENSION;1;
TEACHER EFFICACY;1;
COLLEGESCIENCE;1;
THEORY-PRACTICE GAP;1;
CHINA;1;
TEAM;3;
UNDERGRADUATE NURSING-STUDENTS;1;
JUDGMENT;2;
ENTRUSTABLE PROFESSIONAL ACTIVITIES;4;
PEDIATRICS;1;
TEACHING HOSPITALS;1;
LEADERS;3;
ULTRASONOGRAPHY;1;
POLICY ITERATION;1;
TIME-SYSTEMS;1;
EQUATION;1;
MIDDLE-SCHOOL GIRLS;1;
INFORMATION-TECHNOLOGY;2;
OUTREACH PROGRAMS;1;
ROLE-MODELS;2;
ECOLOGY;3;
STEREOTYPES;2;
ASPIRATIONS;1;
CONTROL VECTOR PARAMETERIZATION;1;
SYMBIOTIC ORGANISMS SEARCH;1;
GENETICALGORITHM;3;
SHRUNKEN CENTROIDS;1;
SEQ;1;
REVEALS;1;
VIEWS;4;
EXPOSURE THERAPY;1;
CHINESE VERSION;1;
NORMAL ADULTS;1;
ASPERGER;1;
ENVIRONMENTS;3;
CAVE;1;
EYES;1;
PHYSICIAN BURNOUT;3;
VEHICLES;1;
OBSERVER;1;
SHIP;1;
PROFESSIONAL SELF-CONCEPT;1;
CONCEPT INSTRUMENT NSCI;1;
SUPERVISING PHYSICIANS DECIDE;1;
UNSUPERVISED TASKS;1;
ENTRUST RESIDENTS;1;
MILESTONES;2;
GENDER-GAP;1;
GIRLS INTEREST;1;
CAREER;3;
CHOICE;2;
ONLINE SOCIAL NETWORKING;2;
FACEBOOK;1;
VIDEOCONFERENCE;1;
SITE;1;
SHEAR DEFORMATION-THEORY;1;
BLENDING CONSTRAINTS;1;
COMPOSITE STRUCTURES;1;
PARAMETERS;2;
SPACE;1;
FELLOWS;1;
CHEMISTRY COURSE;1;
PROTEINS;1;
PART;2;
DIRECTIONS;1;
ARGON;1;
LAW;1;
COMBINATION;1;
RENAL-TRANSPLANTATION;1;
ETHNIC DISPARITIES;1;
STANDARDIZED PATIENTS;2;
ROLE-PLAY;1;
PHYSIOTHERAPY;1;
BUSINESS;1;
SURGICALCAREER;1;
SAMPLE-SIZE;1;
RASCH MODEL;1;
THEATER;1;
LEARN;4;
FACULTY SHORTAGE;1;
INTENT;1;
EXPERT;1;
MRI;1;
DISORDER;1;
RENEWABLE ENERGY;1;
DEMAND RESPONSE;3;
TRANSFER ENHANCEMENT;1;
SOLIDS;2;
INVESTIGATORS;1;
RECRUITMENT;1;
TRIALS;2;
LOW-RANK REPRESENTATION;1;
CONSTRAINTS;2;
LEARNING OUTCOMES;3;
GENDER-DIFFERENCES;2;
SELF-CONCEPT;1;
ATTITUDE;1;
TASKS;2;
EVOLUTIONARY ALGORITHM;1;
MINIMIZING MAKESPAN;1;
MACHINE;7;
DEGREE PROGRAMS;2;
RISK-ASSESSMENT TOOLS;1;
CRITICAL THINKING;6;
PREVENT FALLS;1;
INPATIENTS;1;
PULMONARY REHABILITATION;1;
ACUTE EXACERBATION;1;
OLDER-PEOPLE;1;
EXERCISEPROGRAM;1;
FALLS;1;
COPD;1;
INJURIES;2;
FRACTURE;2;
TEST SUITE;1;
COMBINATORIAL;1;
GENERATION;4;
CULTURAL-DIFFERENCES;1;
NATIONAL CULTURE;1;
GLOBALIZATION;2;
CONSEQUENCES;1;
PRECEPTORS;2;
DIMENSIONS;2;
ARREST;1;
SMARTPHONE APPLICATION;1;
MINDFULNESS;1;
ART;6;
FEEDFORWARD;1;
TEACHING ASSISTANTS;2;
TRAINING NEEDS;1;
DISABILITIES;3;
PARAPROFESSIONALS;1;
RESPONSIBILITIES;1;
CLASSROOMS;2;
GRAMMAR;1;
RULES;2;
PROFESSIONAL ACTIVITIES;1;
MEDICAL-SCHOOL;2;
BOARD;1;
TRAJECTORIES;2;
SENSE;3;
MOLECULAR INTERACTION;1;
ANTICONVULSANT;1;
CHEMBL;1;
RANDOMIZED-CONTROLLED-TRIAL;1;
CERTIFICATION PASS RATE;1;
SIMULATOR;1;
INFECTIOUS-DISEASES SOCIETY;1;
HEALTH-CARE EPIDEMIOLOGY;1;
SCHOLARS;3;
CENTERED MEDICAL HOME;1;
NIH-AARP DIET;1;
VEGETABLE CONSUMPTION;2;
PRESCHOOLERS;1;
CANCER;2;
MASS-SPECTROMETRY;1;
BUILT ENVIRONMENT;1;
LEARNING-PROGRAMS;1;
CONVERTERS;1;
ARDUINO;1;
GLOBAL HEALTH;1;
FORMATIVE RESEARCH;1;
PARTNERSHIPS;3;
SETTINGS;1;
FOOT;1;
CONCEPTUAL-FRAMEWORK;1;
INVOLVEMENT;2;
NARRATIVES;1;
RECOVERY;1;
ADEQUACY;1;
PHYSICIAN ROLE-MODELS;1;
SOFTWARE-DEFINED NETWORKING;1;
LEARNING AUTOMATA;1;
DEPLOYMENT;2;
OPENFLOW;1;
HEART-RATE-VARIABILITY;1;
UP TILT;1;
ENTROPY;1;
HYPERTENSION;1;
DROSOPHILA-MELANOGASTER;1;
AUTHENTIC RESEARCH;1;
LABORATORY COURSE;1;
USERACCEPTANCE;1;
ANTECEDENTS;1;
CHROMOSOME;1;
ENJOYMENT;1;
MEDICAL-RECORD SYSTEM;1;
STANDARDIZATION;1;
LEARNER;1;
BINARY RELEVANCE;2;
COPENHAGEN PSYCHOSOCIAL QUESTIONNAIRE;1;
COPINGSTRATEGIES;1;
HEALTH-PROMOTION;2;
HUMAN-RESOURCES;1;
HEALTH-PROGRAM;1;
FORENSIC IMPORTANCE;1;
DOCTORAL PROGRAMS;1;
STUDENT;4;
SUPERVISION;2;
ATTRITION;2;
MODEL-PREDICTIVE CONTROL;1;
STATE ESTIMATION;1;
FOOD ASSISTANCE;1;
CRITICAL MASS;1;
THREAT;1;
CRITICAL CONSCIOUSNESS;1;
JUSTICE;1;
INTEGRATING SPIRITUALITY;1;
HISTORY;2;
RELIGIOSITY;1;
GROUP DECISION-MAKING;1;
PROGRAMMING METHOD;1;
PRIORITY VECTOR;1;
EVOLUTIONARY PROGRAMMING TECHNIQUES;1;
VECTOR MACHINE;2;
CORE-SETS;1;
POINT;1;
SMO;1;
MICROARRAY DATA;1;
PROGNOSIS;1;
TUMOR;2;
PATH SIMULATION;1;
LIVES;1;
SUPPORT VECTOR MACHINES;2;
REGULARIZATION;1;
BIOETHICS EDUCATION;1;
PEER SUPPORT;1;
MONTREAL COGNITIVE ASSESSMENT;1;
MOCA;1;
STUDENT SUPPORT;1;
REPRESENTATION;1;
RESEARCHERS;1;
CLINICAL SIMULATION;1;
ADULT;1;
RECOGNITION-BASED JUDGMENTS;1;
PARALLEL CONSTRAINT SATISFACTION;1;
ADAPTIVESTRATEGY SELECTION;1;
CREATIVE ACCOMPLISHMENTS;1;
SCIENCEHISTORY;1;
PROCESS MODELS;1;
LINEAR-MODELS;1;
ROBUST BEAUTY;1;
FRUGAL;1;
CLERKSHIP YEARS;1;
ALPHA OMEGA ALPHA;1;
RACIAL BIAS;1;
SCORES;3;
INNOVATION;5;
EMISSIONS;1;
GENE SET ANALYSIS;1;
SYSTEMS BIOLOGY;1;
EXPRESSION;1;
VARIABILITY;1;
ACETATE;1;
VEHICLE-ROUTING PROBLEM;1;
E-COMMERCE;2;
PROFIT ALLOCATION;1;
COOPERATION;1;
MULTIOBJECTIVE OPTIMIZATION;2;
SURFACE-ROUGHNESS;1;
CARBON EFFICIENCY;1;
HYBRID-MODEL;1;
MULTISTAGE;1;
PERCEIVED RISK;1;
ENGINEERING DESIGN;1;
ENSEMBLE;3;
CLINICAL EDUCATORS;1;
STAFF;2;
EXPECTED UTILITY;1;
KERNEL METHODS;1;
PROBABILITY;1;
ROBUSTNESS;1;
MACHINES;1;
SERIAL INVENTORY SYSTEM;1;
CUSTOMER SERVICE LEVEL;1;
NETWORK DESIGN;2;
QUANTITY;1;
UNCERTAINTIES;1;
MITIGATION;1;
GLOBAL STANDARDS;1;
ACCREDITATION;2;
INTERNAL-MEDICINE;4;
GENERALIST CAREER;1;
SPECIALTY;1;
PHYSICIAN PERFORMANCE;1;
COMMITMENT;1;
CME;1;
QUESTIONING SKILLS;1;
DISPOSITIONS;1;
PODCAST;1;
PROFESSIONAL-DEVELOPMENT PROGRAM;1;
CONCEPT INVENTORY;1;
PSYCHOMETRICANALYSIS;1;
TEACHERS BELIEFS;1;
PERSISTENCE;2;
FORMAT;1;
SMART SENSOR;1;
GROUNDED THEORY;1;
SURGEONS;4;
MAPS;1;
RESEARCH LITERACY;1;
CHINESE MEDICINE;1;
PACIFICCOLLEGE;1;
ACUPUNCTURE;1;
PHYSIOTHERAPY STUDENTS;2;
CLINICAL INTERNSHIPS;1;
WORKPLACE VIOLENCE;1;
NURSING PERSONNEL;1;
SELF-HARM;1;
HELP-SEEKING;1;
POLY(NORBORNENE)S;1;
TERM;1;
OSCA;1;
HIGH-SPEED;1;
ACCEPTANCE;3;
REALITY;2;
SICKNESS;1;
ACADEMIC SCIENCE;1;
GRANGER CAUSALITY;1;
DOUBLE BIND;1;
INTERSECTIONALITY;1;
TEST-SUITE REDUCTION;1;
DEFECT PREDICTION;1;
JUNIT;1;
NUMBER;1;
PROCEDURAL VARIATION;1;
FLAWS;1;
FOLLOW-UP;1;
READMISSION;1;
ASSESSMENTS;1;
MIXED 0-1 PROBLEMS;1;
ALGORITHMIC FRAMEWORK;1;
DOMINANCECONSTRAINTS;1;
CAPACITY EXPANSION;1;
BUNDLE METHODS;1;
EQUIVALENTS;1;
RECOURSE;1;
CROSS-BORDER;1;
TRANSNATIONAL EDUCATION;1;
OFFSHORE CAMPUS;1;
AIR-POLLUTION;1;
ALGAL BLOOMS;1;
IMPACTS;3;
WATER;2;
WILDFIRE;1;
TEAM COMMUNICATIONS;1;
FAMILY-PLANNING-SERVICES;1;
REPRODUCTIVE HEALTH;1;
RECEIPT;1;
TEENS;1;
STIGMA;1;
GAY;1;
HOMELESSNESS;1;
RELATEDNESS;1;
ACADEMIC HEALTH CENTERS;1;
MEDICAL-SCHOOLS;2;
ULTRASOUND;1;
TEACHER-EFFECTIVENESS;1;
SOCIALIZATION;1;
INTERDEPENDENCE;1;
TRAUMA RESUSCITATION;1;
STEREOTYPE THREAT;2;
BACKLASH;1;
SCALE EVOLUTION;1;
LIFE;4;
LEARNING OBJECTIVE CATALOG;1;
MEDICAL-EDUCATION NKLM;1;
CANMEDS ROLES;1;
PROFESSIONAL ROLES;1;
IMPLICIT;1;
DTN;1;
EPILEPSY;1;
ASSESSMENT-TOOL;1;
KNOWLEDGE ACQUISITION;2;
OBJECTIVE STRUCTURED ASSESSMENT;2;
TECHNICAL SKILLS;1;
EVALUATE;1;
BETA-ACIDS;1;
BEER;1;
ETHANOL;1;
R-SPQ-2F;1;
ADJUSTMENTS;1;
STRENGTH;1;
EPSILON-CONSTRAINT METHOD;1;
BEAM ANGLE;1;
VISUAL IMPAIRMENT;1;
RISK-FACTORS;3;
ENGAGING RESIDENTS;1;
SPORT SPECIALIZATION;1;
OVERUSE INJURIES;1;
SOCCER;1;
ENGINEERING STUDENTS;2;
SCIENCE TEACHERS;1;
OWN INCOMPETENCE;1;
UNAWARE;1;
DIFFICULTIES;2;
AM;1;
PUBLIC TRANSPORT;1;
ASSIGNMENT MODEL;1;
SERVICE;2;
ACCESSIBILITY;1;
CREATION;1;
ROUTE;1;
UNDERGRADUATE RESEARCH EXPERIENCES;1;
NMR;1;
ELEMENTARY TEACHERS CONCEPTIONS;1;
MOBILE;1;
RWANDA;1;
ADVERSE DRUG EVENTS;1;
DIMENSIONAL ANALYSIS;1;
MEDICATION ERRORS;1;
MATHS;1;
SYSTEMS SUBJECT;1;
CONTROL DESIGN;1;
ENERGY-EFFICIENT;1;
BLADDER-TUMOR;1;
RESECTION;1;
PROSTATE;1;
COMPLICATIONS;1;
EDUCATION RESEARCH;1;
MICROETHICS;1;
MACROETHICS;1;
QOS;1;
INDIGENOUS STUDENTS;1;
AMERICAN COLLEGE-STUDENTS;1;
CAMPUS RACIAL CLIMATE;1;
PSYCHOLOGICAL INTERVENTIONS;1;
GROWTH MINDSET;1;
CLINICAL LEADERSHIP;1;
1ST;2;
AUGMENTED REALITY;4;
DESK-TOP;1;
ENERGY-SYSTEMS;1;
LOCAL DYNAMIC STABILITY;1;
STEP LENGTH;1;
SPEED;1;
FALL;1;
DYNAMIC ECONOMIC-DISPATCH;1;
OPTIMIZATIONALGORITHM;1;
HYBRID EP;1;
UNITS;1;
SQP;1;
KNOWLEDGE TRANSLATION;1;
CARE ACCESS;1;
UNIVERSITY-STUDENTS;1;
PERSONAL RESILIENCE;1;
BUILDINGRESILIENCE;1;
CONSTRUCT-VALIDITY;1;
CAREER SUCCESS;1;
WELLNESS;2;
SAMPLE;1;
PRIMARY-CARE CAREER;1;
SPECIALTY CHOICE;1;
LIFE-STYLE;1;
SOCIAL MISSION;1;
CLERKSHIPS;1;
RETROSPECTIVE PRETEST;1;
CLINICAL-RESEARCH;1;
PRE-POST;1;
MOLECULAR-DYNAMICS SIMULATIONS;1;
REACTIVE FORCE-FIELD;1;
MONTE-CARLO-SIMULATION;1;
COARSE-GRAINED MODEL;1;
ELECTRONEGATIVITYEQUALIZATION;1;
SPIN DYNAMICS;1;
EWALD SUMS;1;
POTENTIALS;2;
POSTGRADUATE MEDICAL-EDUCATION;1;
DYADIC INTERVIEWS;1;
SELF-ASSESSMENT;3;
SERVICE FUNCTION CHAINS;1;
RAN;2;
CLINICAL COMPETENCE;1;
TRIAL;3;
OSCE;2;
BEDSIDE HANDOVER;1;
USMLE STEP 1;1;
4TH YEAR;1;
PASS/FAIL;1;
US ARMY;1;
TRANSITIONS;2;
SKILLS TRAINING-PROGRAM;1;
CLINICAL EXAMINATION;1;
TEACHING VETERINARY;1;
ANIMAL-WELFARE;1;
DECLINE;1;
LANDSLIDE SUSCEPTIBILITY;1;
CHARGING STATIONS;1;
CHOICE ANALYSIS;1;
LOCATIONS;1;
PURCHASE;1;
CHEST;1;
FREE MASSIVE MIMO;1;
POWER-CONTROL;1;
RADIO;1;
BACKHAUL;1;
MAXIMIZATION;1;
EXTREMITY;1;
IOT;1;
MANUFACTURING SYSTEM;1;
NEOLIBERALISM;1;
SUBJECT;2;
ROBUST OPTIMIZATION;2;
TIME REPRESENTATION;1;
OPTIMAL-DESIGN;1;
TOTAL WEIGHTED TARDINESS;1;
POWER-CONSUMPTION;1;
MACHINE-TOOL;1;
SETUP;1;
LOW-LATENCY;1;
CHANNEL ESTIMATION;1;
CONNECTIVITY;1;
PATTERN SEARCH;1;
TIME CONSISTENCY;1;
GRADIENT;1;
STORAGE;1;
WORK READINESS;1;
CHILDRENS PHYSICAL-ACTIVITY;1;
ACTIVE CHILDREN;1;
SEQUENTIAL ALLOCATION;1;
PROVIDERS;1;
GREEN CHEMISTRY;1;
WORLD;2;
UNIVERSAL DESIGN;1;
BLOOMS TAXONOMY;2;
MOBILITY;1;
PROMOTE;2;
LEARNING-BASED OPTIMIZATION;1;
HANDLING METHOD;1;
MUTATION OPERATORS;1;
FEASIBILITY RULE;1;
RANKING;1;
PREGNANCY;1;
IMPLICIT ASSOCIATION TEST;1;
MULTIPLE SOCIAL IDENTITIES;1;
STEREOTYPETHREAT;1;
COVERT COMMUNICATION;1;
TEACHER EXPECTATIONS;1;
GENDER BIAS;1;
SAY NO;1;
SELF;4;
PREJUDICE;1;
TRAVEL-TIME PREDICTION;1;
CELLS;1;
BLIND;1;
EVIDENTIAL REASONING APPROACH;1;
DECISION-ANALYSIS;1;
BENIGN;1;
INTEGRATION STRATEGIES;1;
ACHIEVEMENT EMOTIONS;1;
TEST-REQUEST MANAGEMENT;1;
DEMAND IMPROVEMENT;1;
SAMPLE COLLECTION;1;
NURSESADHERENCE;1;
CONVOLUTIONAL NEURAL-NETWORK;1;
VIDEO SURVEILLANCE;1;
FIRE;1;
TEXTURE;1;
ADABOOST;1;
DATA INJECTION ATTACKS;1;
TERM ATHLETIC DEVELOPMENT;1;
DIFFERENTIAL EXPRESSION;1;
ISOFORM EXPRESSION;1;
QUANTIFICATION;1;
TRANSCRIPTS;1;
ABUNDANCE;1;
READS;1;
MULTIDIMENSIONAL ORIENTATION;1;
SELF-CARE;1;
DEATH;1;
MULTIOBJECTIVE GENETIC ALGORITHM;1;
SUPPLY CHAIN NETWORK;1;
LEVY FLIGHT;1;
URLLC;1;
IMPROVING PRIMARY-CARE;1;
TASK-FORCE;1;
PROGRESSION;1;
COVERAGE;2;
DIRECTED EVOLUTION;1;
FITNESS LANDSCAPE;1;
STABILITY CHANGES;1;
SEQUENCESPACE;1;
ENZYMES;1;
FOCUS;1;
CHECKLIST;1;
HOSPICE;1;
DISCOURSE ANALYSIS;1;
BAD-NEWS;1;
STYLE;2;
GYNECOLOGY CLERKSHIP;1;
MOTIVATING FACTORS;1;
OBSTETRICS;1;
STOCK-PRICE;1;
FORECAST;1;
DISCONTINUOUS GALERKIN SCHEMES;1;
DIRECT NUMERICAL SIMULATIONS;1;
NAVIER-STOKES EQUATIONS;1;
MESH GENERATION;1;
MOVING FRAMES;1;
DISCRETIZATION;1;
SURFACES;1;
PARALLEL;1;
ACCURATE;1;
HEALTH-PROMOTING SCHOOLS;1;
ADOLESCENT;1;
WEB SERVICES;2;
EARLY-WARNING SYSTEM;1;
FUZZY TIME-SERIES;1;
VISUAL FORCE FEEDBACK;1;
MENTORS TEACH;1;
PICTURES;1;
TIES;1;
PSYCHOLOGICAL DISTRESS;2;
SKILLS ASSESSMENT;1;
NORMALIZATION;1;
IMPLICIT THEORIES;2;
COLLEGE-STUDENTS;3;
PSYCHOLOGICALINTERVENTIONS;1;
UNDERPREPARED STUDENTS;1;
MATH;2;
SECURITY POLICY COMPLIANCE;1;
FEAR APPEALS;1;
MATERNAL MORTALITY;1;
NEWBORN;1;
BIRTH;1;
LABOR;1;
POSITIVE YOUTH DEVELOPMENT;3;
PEDAGOGY;1;
IMPOSTOR SYNDROME;1;
REFLEXIVE PRINCIPLISM;1;
SPORT;3;
RECOMMENDATIONS;1;
KITS;1;
HIGH-SCHOOL COACHES;2;
IMPLICIT TRANSFER;1;
SPORT CONTEXT;1;
PHILOSOPHIES;1;
PERCEIVED LEVEL;1;
PERSONALITY;3;
ADJUSTMENT;1;
PATHOLOGY STUDENTS;1;
RESOURCE DEPLETION;1;
TEACH ONE;1;
SEE ONE;1;
DESIGN SCIENCE RESEARCH;1;
MISSED APPOINTMENTS;1;
SUPPORT-SYSTEM;1;
NON-ATTENDANCE;1;
OUTPATIENT;1;
NONATTENDANCE;1;
METHODOLOGY;3;
CARLO TREE-SEARCH;1;
PROJECTIVE RECTIFICATION;1;
STEREO RECTIFICATION;1;
VISION;1;
BREAST-CANCER;1;
LYMPHOMA;1;
INFANTS;1;
ELECTRONIC-STRUCTURE CALCULATIONS;1;
GENERALIZED GRADIENT APPROXIMATION;1;
ABINIT SOFTWARE PACKAGE;1;
AUGMENTED-WAVE METHOD;1;
ULTRASOFTPSEUDOPOTENTIALS;1;
WIEN2K;1;
CRYSTALS;1;
TABLE;1;
PEER OBSERVATION;1;
EMERGENCY-MEDICINE;1;
MEDICAL-EDUCATION RESEARCH;1;
CLINICAL SUPERVISION;1;
ALLIED HEALTH;1;
PRECEPTORSHIP PROGRAM;1;
ATTAINMENT;1;
SEXUAL-HARASSMENT;1;
MISTREATMENT;1;
SEGMENTATION;3;
ANN;1;
RFM;1;
METAHEURISTICS;1;
SHOPS;1;
FAST SUBSET SCAN;1;
FAST SIMULATION;1;
EMPIRICAL MODE DECOMPOSITION;1;
ROTATING MACHINERY;1;
LEARNING-METHOD;1;
TRANSFORM;1;
GAUSSIAN-PROCESSES;1;
FREE-ENERGIES;1;
FREESOLV;1;
DRIVEN;1;
ATTACKS;1;
EXTENSION THEORY;1;
CAPABILITY;1;
PYTHON FRAMEWORK;1;
DISSOCIATION;1;
PROPAGATION;1;
REALIZATION;1;
MOLECULES;1;
LASERS;1;
QUTIP;1;
EVOLUTIONARY GAMES;1;
PHASE-TRANSITIONS;1;
LATTICES;1;
ABUSE PREVENTION PROGRAM;1;
OF-THE-LITERATURE;2;
SCHOOL ENVIRONMENT;1;
SUBSTANCE-ABUSE;1;
YOUNG-ADULTS;2;
ORGANIZATIONAL LEADERSHIP;1;
MANAGED CARE;1;
VULNERABLE YOUTH;1;
COHERENCE;1;
FAMILY;1;
SIMULATION PROGRAM;1;
TRUST;2;
FAST-FOOD;1;
HEALTHY FOODS;1;
REPRODUCIBILITY;1;
BEVERAGES;1;
INCOME;1;
PROFESSIONALS;2;
PROTEIN-LIGAND COMPLEXES;1;
MOLECULAR-FORCE FIELD;1;
SCORING FUNCTIONS;1;
DRUGDISCOVERY;1;
INTERACTION FINGERPRINTS;1;
AFFINITY PREDICTION;1;
ACCURATE DOCKING;1;
GUIDED DOCKING;1;
QSAR;1;
HEALTH-PROMOTION PROGRAM;1;
VEGETABLE INTAKE;1;
CHRONIC PAIN;1;
PERCEIVED REACHABILITY;1;
EQUIVALENCE;1;
MEMORY;2;
AFFORDANCES;1;
BODY;1;
BREAKING BAD-NEWS;1;
TEACHINGCOMMUNICATION;1;
ACADEMIC CAREERS;1;
CONSUMER-SOCIALIZATION;1;
SOFTWARE PIRACY;1;
LEARNINGTHEORY;1;
TELEVISION;1;
INCREMENTAL MODEL;1;
COEVOLUTION;1;
METAMODELS;1;
VIDEO CONSULTATION;1;
RURAL-AREAS;1;
TELEMEDICINE;1;
TELEHEALTH;1;
ENGINE;1;
PERSON-CENTERED CARE;1;
NEUROPSYCHIATRIC INVENTORY;1;
TRAINING-PROGRAM;1;
MEDITATION;1;
NATIONWIDE;1;
FOOD PHOTOGRAPHY METHOD;1;
YOUNG-CHILDREN;1;
DIVERSE FAMILIES;1;
LOW-INCOME;1;
ASSOCIATIONS;1;
2ND-GRADE;1;
ROUTINES;1;
READING FLUENCY;1;
PERFORMANCES;1;
CERTIFICATE PROGRAM;1;
PERSONALIZATION;1;
CLASSROOM QUALITY;1;
ROBOTICS;1;
SELF-DISCLOSURE;1;
SITES;1;
USAGE;1;
SCIENCE FACULTY;1;
UNDERGRADUATE SCIENCE;1;
EDUCATION SPECIALTIES;1;
MEDICAL-ETHICS;1;
BUSINESS ETHICS;1;
CENTERS;1;
POWER-SPLIT;1;
CORRELATION-COEFFICIENTS;1;
SPEARMANS;1;
STUDENT-EVALUATIONS;1;
MUSIC;1;
TECHNOLOGY ACCEPTANCE MODEL;2;
DIARY;1;
DATA SATURATION;2;
LABEL;1;
STRUCTURED CLINICAL EXAMINATION;1;
PHARMACISTS;1;
CREATIVE SELF-EFFICACY;1;
WEB 2.0;1;
CALL;2;
INITIATIVES;1;
STUDENTS SELF-EFFICACY;1;
CONTENT VALIDITY;1;
ARTIFICIAL NEURAL-NETWORKS;1;
PREDICTIVE CONTROL;1;
DATAANALYTICS;1;
STUDENTS ARGUMENTATION;2;
ORAL TRADITIONS;1;
COMPUTER-BASED INSTRUCTION;1;
RESPONSE SYSTEMS;1;
UBIQUITOUS GAMES;1;
LAPTOP PROGRAMS;1;
TABLET PC;1;
EFL;1;
COMPILER HEURISTICS;1;
